Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
hsa-let-7c-5p,BP,GO:0150116,regulation of cell-substrate junction organization,10/229,68/20820,0.1471,13.3702,10.7748,0,0,0,CORO1C/LIMS1/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,10
hsa-let-7c-5p,BP,GO:0044319,wound healing spreading of cells,6/229,42/20820,0.1429,12.9881,8.2013,0,1e-04,1e-04,CD44/FLNA/ITGA5/ITGB1/ITGB3/RHOA,6
hsa-let-7c-5p,BP,GO:0090505,epiboly involved in wound healing,6/229,42/20820,0.1429,12.9881,8.2013,0,1e-04,1e-04,CD44/FLNA/ITGA5/ITGB1/ITGB3/RHOA,6
hsa-let-7c-5p,CC,GO:0044295,axonal growth cone,4/229,28/20820,0.1429,12.9881,6.6941,2e-04,0.0028,0.0019,CYFIP1/FLNA/HSP90AA1/HSP90AB1,4
hsa-let-7c-5p,BP,GO:0002396,MHC protein complex assembly,3/229,21/20820,0.1429,12.9881,5.7963,0.0015,0.0118,0.0082,CALR/HLA-A/PDIA3,3
hsa-let-7c-5p,BP,GO:0002501,peptide antigen assembly with MHC protein complex,3/229,21/20820,0.1429,12.9881,5.7963,0.0015,0.0118,0.0082,CALR/HLA-A/PDIA3,3
hsa-let-7c-5p,BP,GO:0032930,positive regulation of superoxide anion generation,3/229,21/20820,0.1429,12.9881,5.7963,0.0015,0.0118,0.0082,AGT/GNAI2/SYK,3
hsa-let-7c-5p,BP,GO:0038166,angiotensin-activated signaling pathway,3/229,21/20820,0.1429,12.9881,5.7963,0.0015,0.0118,0.0082,AGT/ROCK2/SRC,3
hsa-let-7c-5p,BP,GO:0071800,podosome assembly,3/229,21/20820,0.1429,12.9881,5.7963,0.0015,0.0118,0.0082,MSN/RHOA/SRC,3
hsa-let-7c-5p,CC,GO:0000974,Prp19 complex,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,CDC5L/HSPA8,2
hsa-let-7c-5p,BP,GO:0001921,positive regulation of receptor recycling,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,ANXA2/VAMP3,2
hsa-let-7c-5p,BP,GO:0002486,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway TAP-independent,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,HLA-A/HLA-B,2
hsa-let-7c-5p,BP,GO:0007210,serotonin receptor signaling pathway,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,ADCY6/GNAS,2
hsa-let-7c-5p,BP,GO:0030810,positive regulation of nucleotide biosynthetic process,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,ENO1/VCP,2
hsa-let-7c-5p,BP,GO:0032486,Rap protein signal transduction,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,RAP2B/RDX,2
hsa-let-7c-5p,BP,GO:0034116,positive regulation of heterotypic cell-cell adhesion,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,CD44/FLOT1,2
hsa-let-7c-5p,CC,GO:0042583,chromaffin granule,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,DNM1/ANXA7,2
hsa-let-7c-5p,MF,GO:0044548,S100 protein binding,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,ANXA11/ANXA2,2
hsa-let-7c-5p,BP,GO:0044857,plasma membrane raft organization,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,FLOT1/ILK,2
hsa-let-7c-5p,BP,GO:0045989,positive regulation of striated muscle contraction,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,ATP1A1/HSP90AA1,2
hsa-let-7c-5p,MF,GO:0098847,sequence-specific single stranded DNA binding,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,HNRNPA2B1/RPA1,2
hsa-let-7c-5p,BP,GO:1900373,positive regulation of purine nucleotide biosynthetic process,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,ENO1/VCP,2
hsa-let-7c-5p,BP,GO:1990173,protein localization to nucleoplasm,2/229,14/20820,0.1429,12.9881,4.7318,0.01,0.0489,0.0339,CCT8/LARP7,2
hsa-let-7c-5p,BP,GO:0090504,epiboly,6/229,43/20820,0.1395,12.6861,8.0895,0,2e-04,1e-04,CD44/FLNA/ITGA5/ITGB1/ITGB3/RHOA,6
hsa-let-7c-5p,BP,GO:0030032,lamellipodium assembly,10/229,72/20820,0.1389,12.6274,10.4224,0,0,0,ARPC2/CAPZB/CYFIP1/HSP90AA1/ITGB1/NCKAP1/PARVB/RAC1/VCL/WASF2,10
hsa-let-7c-5p,BP,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,5/229,36/20820,0.1389,12.6274,7.3634,0,7e-04,5e-04,CALR/FCER1G/HLA-A/HLA-B/PDIA3,5
hsa-let-7c-5p,BP,GO:0034446,substrate adhesion-dependent cell spreading,14/229,101/20820,0.1386,12.6024,12.3263,0,0,0,ARPC2/C1QBP/CALR/CIB1/CORO1C/FLNA/ILK/ITGB3/LIMS1/PARVB/RAC1/RHOA/SRC/VAMP3,14
hsa-let-7c-5p,BP,GO:0045010,actin nucleation,8/229,58/20820,0.1379,12.5403,9.2812,0,0,0,HIP1R/ARPC2/ARPC3/CORO1B/CYFIP1/IQGAP2/NCKAP1/WASF2,8
hsa-let-7c-5p,BP,GO:1903421,regulation of synaptic vesicle recycling,4/229,29/20820,0.1379,12.5403,6.5582,3e-04,0.0031,0.0021,ACTB/ARPC3/CYFIP1/MYLK,4
hsa-let-7c-5p,BP,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,4/229,29/20820,0.1379,12.5403,6.5582,3e-04,0.0031,0.0021,CCT8/HNRNPA2B1/HNRNPD/HSP90AA1,4
hsa-let-7c-5p,BP,GO:0006491,N-glycan processing,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,MAN1C1/PRKCSH/ST8SIA4,3
hsa-let-7c-5p,BP,GO:0030449,regulation of complement activation,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,C1QBP/CD46/CD55,3
hsa-let-7c-5p,BP,GO:0033630,positive regulation of cell adhesion mediated by integrin,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,CIB1/ITGB3/SYK,3
hsa-let-7c-5p,BP,GO:0045056,transcytosis,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,LRP1/RAB11B/SRC,3
hsa-let-7c-5p,BP,GO:0071379,cellular response to prostaglandin stimulus,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,ADCY6/GNAS/GNB1,3
hsa-let-7c-5p,BP,GO:0071731,response to nitric oxide,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,ATP5F1A/HNRNPD/TXN,3
hsa-let-7c-5p,MF,GO:0140517,protein-RNA adaptor activity,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,C1QBP/HNRNPA2B1/IGF2BP3,3
hsa-let-7c-5p,BP,GO:1900242,regulation of synaptic vesicle endocytosis,3/229,22/20820,0.1364,12.3978,5.6407,0.0017,0.0131,0.0091,ACTB/ARPC3/MYLK,3
hsa-let-7c-5p,BP,GO:0034110,regulation of homotypic cell-cell adhesion,5/229,37/20820,0.1351,12.2861,7.246,1e-04,8e-04,6e-04,CD9/F11R/LYN/RDX/SYK,5
hsa-let-7c-5p,BP,GO:0090330,regulation of platelet aggregation,4/229,30/20820,0.1333,12.1223,6.4289,3e-04,0.0035,0.0024,CD9/F11R/LYN/SYK,4
hsa-let-7c-5p,BP,GO:0071404,cellular response to low-density lipoprotein particle stimulus,5/229,38/20820,0.1316,11.9628,7.1331,1e-04,9e-04,6e-04,CD36/CD9/FCER1G/ITGB1/SYK,5
hsa-let-7c-5p,BP,GO:0021762,substantia nigra development,6/229,46/20820,0.1304,11.8587,7.7751,0,2e-04,2e-04,ACTB/CALM1/LDHA/RHOA/YWHAE/YWHAH,6
hsa-let-7c-5p,BP,GO:0032928,regulation of superoxide anion generation,3/229,23/20820,0.1304,11.8587,5.4948,0.002,0.0147,0.0102,AGT/GNAI2/SYK,3
hsa-let-7c-5p,BP,GO:0035855,megakaryocyte development,3/229,23/20820,0.1304,11.8587,5.4948,0.002,0.0147,0.0102,FLNA/GP1BB/WASF2,3
hsa-let-7c-5p,BP,GO:0038128,ERBB2 signaling pathway,3/229,23/20820,0.1304,11.8587,5.4948,0.002,0.0147,0.0102,CPNE3/RAF1/SRC,3
hsa-let-7c-5p,BP,GO:0045762,positive regulation of adenylate cyclase activity,3/229,23/20820,0.1304,11.8587,5.4948,0.002,0.0147,0.0102,CAP1/GNAS/RAF1,3
hsa-let-7c-5p,CC,GO:0071682,endocytic vesicle lumen,3/229,23/20820,0.1304,11.8587,5.4948,0.002,0.0147,0.0102,CALR/HSP90AA1/HSP90B1,3
hsa-let-7c-5p,MF,GO:0003925,G protein activity,7/229,54/20820,0.1296,11.7855,8.369,0,1e-04,0,GNAS/NRAS/RAB11B/RAB7A/RAC1/RAP2B/RHOA,7
hsa-let-7c-5p,CC,GO:0008305,integrin complex,4/229,31/20820,0.129,11.7312,6.3055,4e-04,0.0038,0.0026,ITGA5/ITGB1/ITGB3/LYN,4
hsa-let-7c-5p,BP,GO:1900027,regulation of ruffle assembly,4/229,31/20820,0.129,11.7312,6.3055,4e-04,0.0038,0.0026,CORO1C/CYFIP1/PFN1/RDX,4
hsa-let-7c-5p,CC,GO:0032587,ruffle membrane,13/229,101/20820,0.1287,11.7022,11.3699,0,0,0,HIP1R/CFL1/CIB1/CORO1C/DIAPH1/ITGA5/ITGB1/ITGB3/PTPRJ/RAC1/RHOA/SRC/TLN1,13
hsa-let-7c-5p,BP,GO:0055094,response to lipoprotein particle,5/229,39/20820,0.1282,11.656,7.0243,1e-04,0.001,7e-04,CD36/CD9/FCER1G/ITGB1/SYK,5
hsa-let-7c-5p,CC,GO:0043209,myelin sheath,6/229,47/20820,0.1277,11.6064,7.6768,0,3e-04,2e-04,ANXA2/CALM1/GDI1/HSP90AA1/ITGB1/STX4,6
hsa-let-7c-5p,BP,GO:0150115,cell-substrate junction organization,13/229,103/20820,0.1262,11.475,11.2387,0,0,0,CORO1C/ITGA5/ITGB3/LIMS1/PTPRA/PTPRJ/RAB8B/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,13
hsa-let-7c-5p,BP,GO:0007229,integrin-mediated signaling pathway,14/229,111/20820,0.1261,11.467,11.6604,0,0,0,ADAM10/CD47/CD63/FLNA/ILK/ITGA5/ITGB1/ITGB3/LIMS1/NID1/PTPRA/SRC/SYK/TLN1,14
hsa-let-7c-5p,CC,GO:0005925,focal adhesion,53/229,424/20820,0.125,11.3646,22.7391,0,0,0,ACTB/ADAM10/ANXA5/ANXA6/ARPC2/ARPC3/BSG/CALR/CAP1/CD44/CD46/CD9/CFL1/CORO1B/CORO1C/CPNE3/CYFIP1/FLNA/FLNB/FLOT1/FLOT2/HSP90B1/HSPA8/ILK/ITGA5/ITGB1/ITGB3/LIMS1/LRP1/MSN/NCKAP1/PARVB/PCBP2/PDIA3/PFN1/PPIA/PTPRA/RAC1/RDX/RHOA/RPL18/RPL27/RPL3/RPS2/RPS4X/SRC/TLN1/TSPAN9/VCL/YWHAB/YWHAE/YWHAG/YWHAZ,53
hsa-let-7c-5p,BP,GO:0007044,cell-substrate junction assembly,12/229,96/20820,0.125,11.3646,10.734,0,0,0,CORO1C/ITGA5/ITGB3/LIMS1/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,12
hsa-let-7c-5p,BP,GO:0051125,regulation of actin nucleation,5/229,40/20820,0.125,11.3646,6.9194,1e-04,0.0011,8e-04,HIP1R/CORO1B/CYFIP1/NCKAP1/WASF2,5
hsa-let-7c-5p,MF,GO:0005540,hyaluronic acid binding,3/229,24/20820,0.125,11.3646,5.3577,0.0022,0.0162,0.0113,ACAN/C1QBP/CD44,3
hsa-let-7c-5p,BP,GO:0046641,positive regulation of alpha-beta T cell proliferation,3/229,24/20820,0.125,11.3646,5.3577,0.0022,0.0162,0.0113,CD55/HLA-A/SYK,3
hsa-let-7c-5p,BP,GO:0051131,chaperone-mediated protein complex assembly,3/229,24/20820,0.125,11.3646,5.3577,0.0022,0.0162,0.0113,HSP90AA1/HSP90AB1/HSPD1,3
hsa-let-7c-5p,CC,GO:0099091,postsynaptic specialization intracellular component,3/229,24/20820,0.125,11.3646,5.3577,0.0022,0.0162,0.0113,LYN/SLC30A1/SRC,3
hsa-let-7c-5p,BP,GO:0030865,cortical cytoskeleton organization,7/229,57/20820,0.1228,11.1652,8.1044,0,1e-04,1e-04,CALR/IQGAP2/NCKAP1/RAC1/ROCK2/TLN1/WDR1,7
hsa-let-7c-5p,BP,GO:0002861,regulation of inflammatory response to antigenic stimulus,6/229,49/20820,0.1224,11.1327,7.4886,0,3e-04,2e-04,GNAS/LYN/PSMA1/SPN/SRC/SYK,6
hsa-let-7c-5p,CC,GO:0030055,cell-substrate junction,53/229,434/20820,0.1221,11.1028,22.43,0,0,0,ACTB/ADAM10/ANXA5/ANXA6/ARPC2/ARPC3/BSG/CALR/CAP1/CD44/CD46/CD9/CFL1/CORO1B/CORO1C/CPNE3/CYFIP1/FLNA/FLNB/FLOT1/FLOT2/HSP90B1/HSPA8/ILK/ITGA5/ITGB1/ITGB3/LIMS1/LRP1/MSN/NCKAP1/PARVB/PCBP2/PDIA3/PFN1/PPIA/PTPRA/RAC1/RDX/RHOA/RPL18/RPL27/RPL3/RPS2/RPS4X/SRC/TLN1/TSPAN9/VCL/YWHAB/YWHAE/YWHAG/YWHAZ,53
hsa-let-7c-5p,BP,GO:0030866,cortical actin cytoskeleton organization,5/229,41/20820,0.122,11.0874,6.8182,1e-04,0.0012,8e-04,CALR/IQGAP2/NCKAP1/ROCK2/TLN1,5
hsa-let-7c-5p,BP,GO:0051497,negative regulation of stress fiber assembly,4/229,33/20820,0.1212,11.0202,6.075,5e-04,0.0046,0.0032,F11R/PAK2/PFN1/WASF2,4
hsa-let-7c-5p,BP,GO:0090322,regulation of superoxide metabolic process,4/229,33/20820,0.1212,11.0202,6.075,5e-04,0.0046,0.0032,AGT/CD36/GNAI2/SYK,4
hsa-let-7c-5p,BP,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,3/229,25/20820,0.12,10.91,5.2285,0.0025,0.0178,0.0124,LYN/SRC/SYK,3
hsa-let-7c-5p,BP,GO:0010954,positive regulation of protein processing,3/229,25/20820,0.12,10.91,5.2285,0.0025,0.0178,0.0124,ANXA2/ENO1/SRC,3
hsa-let-7c-5p,BP,GO:0038095,Fc-epsilon receptor signaling pathway,3/229,25/20820,0.12,10.91,5.2285,0.0025,0.0178,0.0124,FCER1G/LYN/SYK,3
hsa-let-7c-5p,BP,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,3/229,25/20820,0.12,10.91,5.2285,0.0025,0.0178,0.0124,LYN/SRC/SYK,3
hsa-let-7c-5p,MF,GO:0001786,phosphatidylserine binding,7/229,59/20820,0.1186,10.7868,7.9387,0,1e-04,1e-04,ANXA11/ANXA2/ANXA5/ANXA6/ANXA7/CPNE1/TLN1,7
hsa-let-7c-5p,CC,GO:0030027,lamellipodium,24/229,203/20820,0.1182,10.7488,14.7196,0,0,0,ACTB/ARPC2/ARPC3/CAPZB/CD44/CFL1/CIB1/CORO1B/CORO1C/CYFIP1/FLOT1/FLOT2/ILK/IQGAP2/ITGB1/ITGB3/MYLK/NCKAP1/PARVB/RAC1/RDX/RHOA/STX4/WASF2,24
hsa-let-7c-5p,BP,GO:0048041,focal adhesion assembly,10/229,85/20820,0.1176,10.6961,9.4464,0,0,0,CORO1C/LIMS1/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,10
hsa-let-7c-5p,BP,GO:0002418,immune response to tumor cell,4/229,34/20820,0.1176,10.6961,5.9671,5e-04,0.005,0.0035,CD226/HLA-A/HSPD1/YWHAG,4
hsa-let-7c-5p,MF,GO:0015035,protein-disulfide reductase activity,4/229,34/20820,0.1176,10.6961,5.9671,5e-04,0.005,0.0035,PDIA3/PGK1/TXN/TXNRD1,4
hsa-let-7c-5p,MF,GO:0008200,ion channel inhibitor activity,5/229,43/20820,0.1163,10.5717,6.6259,1e-04,0.0015,0.001,CALM1/SLC30A1/STOM/STX7/YWHAE,5
hsa-let-7c-5p,BP,GO:0045022,early endosome to late endosome transport,5/229,43/20820,0.1163,10.5717,6.6259,1e-04,0.0015,0.001,FLNA/MSN/RAB7A/RDX/SRC,5
hsa-let-7c-5p,MF,GO:0048156,tau protein binding,5/229,43/20820,0.1163,10.5717,6.6259,1e-04,0.0015,0.001,ACTB/DCTN1/HSP90AA1/HSP90AB1/ROCK2,5
hsa-let-7c-5p,MF,GO:0005080,protein kinase C binding,6/229,52/20820,0.1154,10.4904,7.226,0,4e-04,3e-04,ADCY6/FLNA/ITGB3/PRKCSH/SRC/YWHAG,6
hsa-let-7c-5p,CC,GO:0030867,rough endoplasmic reticulum membrane,3/229,26/20820,0.1154,10.4904,5.1064,0.0028,0.0195,0.0135,RPL27/SEC63/UBA1,3
hsa-let-7c-5p,BP,GO:0032212,positive regulation of telomere maintenance via telomerase,3/229,26/20820,0.1154,10.4904,5.1064,0.0028,0.0195,0.0135,CCT8/HNRNPD/HSP90AA1,3
hsa-let-7c-5p,BP,GO:0051894,positive regulation of focal adhesion assembly,3/229,26/20820,0.1154,10.4904,5.1064,0.0028,0.0195,0.0135,LIMS1/PTPRJ/RAC1,3
hsa-let-7c-5p,BP,GO:2000209,regulation of anoikis,3/229,26/20820,0.1154,10.4904,5.1064,0.0028,0.0195,0.0135,ITGA5/ITGB1/SRC,3
hsa-let-7c-5p,BP,GO:2000810,regulation of bicellular tight junction assembly,3/229,26/20820,0.1154,10.4904,5.1064,0.0028,0.0195,0.0135,F11R/RAC1/ROCK2,3
hsa-let-7c-5p,CC,GO:0005834,heterotrimeric G-protein complex,4/229,35/20820,0.1143,10.3905,5.8635,6e-04,0.0054,0.0038,GNAI2/GNAS/GNB1/GNG5,4
hsa-let-7c-5p,BP,GO:0007212,G protein-coupled dopamine receptor signaling pathway,4/229,35/20820,0.1143,10.3905,5.8635,6e-04,0.0054,0.0038,ADCY6/FLNA/GNAS/GNB1,4
hsa-let-7c-5p,BP,GO:0045761,regulation of adenylate cyclase activity,4/229,35/20820,0.1143,10.3905,5.8635,6e-04,0.0054,0.0038,CAP1/GNAI2/GNAS/RAF1,4
hsa-let-7c-5p,CC,GO:0098553,lumenal side of endoplasmic reticulum membrane,4/229,35/20820,0.1143,10.3905,5.8635,6e-04,0.0054,0.0038,CALR/CANX/HLA-A/HLA-B,4
hsa-let-7c-5p,BP,GO:0099010,modification of postsynaptic structure,4/229,35/20820,0.1143,10.3905,5.8635,6e-04,0.0054,0.0038,CAP1/CYFIP1/PFN1/RHOA,4
hsa-let-7c-5p,BP,GO:2000406,positive regulation of T cell migration,4/229,35/20820,0.1143,10.3905,5.8635,6e-04,0.0054,0.0038,ADAM10/ITGB3/RHOA/SPN,4
hsa-let-7c-5p,MF,GO:0016248,channel inhibitor activity,5/229,44/20820,0.1136,10.3315,6.5344,1e-04,0.0016,0.0011,CALM1/SLC30A1/STOM/STX7/YWHAE,5
hsa-let-7c-5p,BP,GO:0097178,ruffle assembly,5/229,44/20820,0.1136,10.3315,6.5344,1e-04,0.0016,0.0011,CORO1C/CYFIP1/PFN1/RAC1/RDX,5
hsa-let-7c-5p,BP,GO:0002455,humoral immune response mediated by circulating immunoglobulin,6/229,54/20820,0.1111,10.1019,7.0625,0,5e-04,3e-04,C1QA/C1QBP/C1QC/C1S/CD46/CD55,6
hsa-let-7c-5p,BP,GO:0071402,cellular response to lipoprotein particle stimulus,5/229,45/20820,0.1111,10.1019,6.4458,1e-04,0.0017,0.0012,CD36/CD9/FCER1G/ITGB1/SYK,5
hsa-let-7c-5p,MF,GO:0141110,transporter inhibitor activity,5/229,45/20820,0.1111,10.1019,6.4458,1e-04,0.0017,0.0012,CALM1/SLC30A1/STOM/STX7/YWHAE,5
hsa-let-7c-5p,BP,GO:0032232,negative regulation of actin filament bundle assembly,4/229,36/20820,0.1111,10.1019,5.764,6e-04,0.0059,0.0041,F11R/PAK2/PFN1/WASF2,4
hsa-let-7c-5p,BP,GO:0002837,regulation of immune response to tumor cell,3/229,27/20820,0.1111,10.1019,4.9907,0.0032,0.0209,0.0145,CD226/HSPD1/YWHAG,3
hsa-let-7c-5p,BP,GO:0031639,plasminogen activation,3/229,27/20820,0.1111,10.1019,4.9907,0.0032,0.0209,0.0145,ANXA2/ENO1/PGK1,3
hsa-let-7c-5p,BP,GO:0032753,positive regulation of interleukin-4 production,3/229,27/20820,0.1111,10.1019,4.9907,0.0032,0.0209,0.0145,FCER1G/IL1RAP/SYK,3
hsa-let-7c-5p,BP,GO:0035313,wound healing spreading of epidermal cells,3/229,27/20820,0.1111,10.1019,4.9907,0.0032,0.0209,0.0145,ITGA5/ITGB1/ITGB3,3
hsa-let-7c-5p,BP,GO:0036010,protein localization to endosome,3/229,27/20820,0.1111,10.1019,4.9907,0.0032,0.0209,0.0145,MSN/RDX/ROCK2,3
hsa-let-7c-5p,BP,GO:0042026,protein refolding,3/229,27/20820,0.1111,10.1019,4.9907,0.0032,0.0209,0.0145,HSP90AA1/HSPA8/HSPD1,3
hsa-let-7c-5p,BP,GO:1903319,positive regulation of protein maturation,3/229,27/20820,0.1111,10.1019,4.9907,0.0032,0.0209,0.0145,ANXA2/ENO1/SRC,3
hsa-let-7c-5p,CC,GO:0030863,cortical cytoskeleton,12/229,109/20820,0.1101,10.0092,9.9451,0,0,0,HIP1R/ACTB/CAP1/CAPZA1/CAPZB/FLNA/FLOT1/FLOT2/RDX/SHROOM3/VCL/WDR1,12
hsa-let-7c-5p,BP,GO:0033574,response to testosterone,5/229,46/20820,0.1087,9.8823,6.3599,1e-04,0.0019,0.0013,CALR/GPI/MSN/ROCK2/SRD5A1,5
hsa-let-7c-5p,CC,GO:0098576,lumenal side of membrane,5/229,46/20820,0.1087,9.8823,6.3599,1e-04,0.0019,0.0013,CALR/CANX/HLA-A/HLA-B/HSPA8,5
hsa-let-7c-5p,MF,GO:0045296,cadherin binding,36/229,334/20820,0.1078,9.7994,17.0966,0,0,0,EIF2A/PFKP/ALDOA/ANXA2/BSG/CAPZA1/CAPZB/CCT8/CD46/CORO1B/ENO1/F11R/FLNA/FLNB/H3C1/HSP90AB1/HSPA8/ITGB1/LDHA/PAK2/PFN1/PKM/PRDX1/PTPRJ/RAB11B/RDX/RPL14/RPL29/RPS2/SRC/TLN1/VCL/WASF2/YWHAB/YWHAE/YWHAZ,36
hsa-let-7c-5p,MF,GO:0051219,phosphoprotein binding,10/229,93/20820,0.1075,9.776,8.945,0,0,0,LYN/PFN1/PHF6/PRKCSH/SHB/SRC/SYK/YWHAB/YWHAE/YWHAZ,10
hsa-let-7c-5p,BP,GO:0001954,positive regulation of cell-matrix adhesion,6/229,56/20820,0.1071,9.7411,6.9074,0,6e-04,4e-04,CD36/CIB1/ITGB3/LIMS1/PTPRJ/RAC1,6
hsa-let-7c-5p,BP,GO:0002834,regulation of response to tumor cell,3/229,28/20820,0.1071,9.7411,4.881,0.0035,0.0227,0.0157,CD226/HSPD1/YWHAG,3
hsa-let-7c-5p,BP,GO:0034643,establishment of mitochondrion localization microtubule-mediated,3/229,28/20820,0.1071,9.7411,4.881,0.0035,0.0227,0.0157,LRPPRC/RHOT2/UBB,3
hsa-let-7c-5p,BP,GO:0047497,mitochondrion transport along microtubule,3/229,28/20820,0.1071,9.7411,4.881,0.0035,0.0227,0.0157,LRPPRC/RHOT2/UBB,3
hsa-let-7c-5p,BP,GO:0086013,membrane repolarization during cardiac muscle cell action potential,3/229,28/20820,0.1071,9.7411,4.881,0.0035,0.0227,0.0157,ATP1A1/FLNA/YWHAE,3
hsa-let-7c-5p,MF,GO:0097718,disordered domain specific binding,3/229,28/20820,0.1071,9.7411,4.881,0.0035,0.0227,0.0157,GAPDH/HSP90AA1/HSP90AB1,3
hsa-let-7c-5p,MF,GO:0044183,protein folding chaperone,8/229,75/20820,0.1067,9.6978,7.9578,0,1e-04,0,CALR/CCT8/HSP90AA1/HSP90AB1/HSP90B1/HSPA8/HSPD1/TRAP1,8
hsa-let-7c-5p,MF,GO:0005178,integrin binding,17/229,161/20820,0.1056,9.5999,11.5521,0,0,0,ADAM10/ANXA7/CALR/CD226/CD9/COMP/F11R/ILK/ITGA5/ITGB1/ITGB3/LYN/PPIA/SRC/SYK/TLN1/VWF,17
hsa-let-7c-5p,CC,GO:0022625,cytosolic large ribosomal subunit,6/229,57/20820,0.1053,9.5702,6.8327,0,6e-04,4e-04,RPL14/RPL18/RPL27/RPL27A/RPL29/RPL3,6
hsa-let-7c-5p,BP,GO:0031529,ruffle organization,6/229,57/20820,0.1053,9.5702,6.8327,0,6e-04,4e-04,CORO1B/CORO1C/CYFIP1/PFN1/RAC1/RDX,6
hsa-let-7c-5p,BP,GO:0038094,Fc-gamma receptor signaling pathway,4/229,38/20820,0.1053,9.5702,5.5763,8e-04,0.007,0.0049,FCER1G/LYN/SRC/SYK,4
hsa-let-7c-5p,MF,GO:0043531,ADP binding,4/229,38/20820,0.1053,9.5702,5.5763,8e-04,0.007,0.0049,ATP5F1A/MYO18A/PGK1/VCP,4
hsa-let-7c-5p,BP,GO:0007599,hemostasis,26/229,248/20820,0.1048,9.5316,14.2537,0,0,0,ACTB/ANXA2/ANXA5/CD36/CD9/COMP/F11R/F13A1/FCER1G/FLNA/GNAS/GP1BB/GPI/ILK/ITGB3/LYN/PDIA3/PPIA/PTPRJ/RAP2B/SRC/SYK/TLN1/TUBB1/VCL/VWF,26
hsa-let-7c-5p,BP,GO:0001952,regulation of cell-matrix adhesion,13/229,125/20820,0.104,9.4554,9.9992,0,0,0,CD36/CIB1/CORO1C/ITGB3/LIMS1/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,13
hsa-let-7c-5p,BP,GO:0007596,blood coagulation,25/229,241/20820,0.1037,9.4312,13.8834,0,0,0,ACTB/ANXA2/ANXA5/CD36/CD9/COMP/F11R/F13A1/FCER1G/FLNA/GNAS/GP1BB/ILK/ITGB3/LYN/PDIA3/PPIA/PTPRJ/RAP2B/SRC/SYK/TLN1/TUBB1/VCL/VWF,25
hsa-let-7c-5p,BP,GO:0031281,positive regulation of cyclase activity,3/229,29/20820,0.1034,9.4052,4.7766,0.0039,0.0244,0.0169,CAP1/GNAS/RAF1,3
hsa-let-7c-5p,BP,GO:0034695,response to prostaglandin E,3/229,29/20820,0.1034,9.4052,4.7766,0.0039,0.0244,0.0169,ADCY6/GNAS/GNB1,3
hsa-let-7c-5p,BP,GO:0051349,positive regulation of lyase activity,3/229,29/20820,0.1034,9.4052,4.7766,0.0039,0.0244,0.0169,CAP1/GNAS/RAF1,3
hsa-let-7c-5p,BP,GO:1902683,regulation of receptor localization to synapse,3/229,29/20820,0.1034,9.4052,4.7766,0.0039,0.0244,0.0169,ADAM10/ITGB3/STX7,3
hsa-let-7c-5p,BP,GO:0010811,positive regulation of cell-substrate adhesion,13/229,126/20820,0.1032,9.3803,9.9502,0,0,0,ARPC2/C1QBP/CALR/CD36/CIB1/FLNA/ILK/ITGA5/ITGB3/LIMS1/NID1/PTPRJ/RAC1,13
